id,user,uid,version,changeset,timestamp
24577101,PlaneMad,1306,10,32799046,2015-07-22T11:18:31Z
24577102,PlaneMad,1306,10,21213131,2014-03-20T16:48:09Z
24577105,Oberaffe,56597,3,5769136,2010-09-13T12:20:36Z
24577106,PlaneMad,1306,6,32799046,2015-07-22T11:18:28Z
24577108,marek kleciak,338611,2,11678954,2012-05-23T10:23:47Z
24577109,oini,3057995,7,33950034,2015-09-11T07:27:53Z
24577110,Oberaffe,56597,8,27199972,2014-12-03T13:32:20Z
24577111,PlaneMad,1306,9,34064421,2015-09-16T14:49:30Z
24577112,Oberaffe,56597,2,5769136,2010-09-13T12:20:32Z
24577113,Oberaffe,56597,2,5769136,2010-09-13T12:19:55Z
24577114,Alban,2488,1,538770,2008-05-28T05:50:54Z
24577115,Oberaffe,56597,2,5769136,2010-09-13T12:20:04Z
24577116,Oberaffe,56597,2,5769136,2010-09-13T12:19:48Z
24577117,Sakthi20,1587943,2,17518940,2013-08-26T14:50:20Z
24577118,saikumar,2900470,5,39878205,2016-06-08T07:16:33Z
24577120,Oberaffe,56597,2,5769136,2010-09-13T12:20:22Z
24577121,Oberaffe,56597,14,24645134,2014-08-10T00:06:20Z
24577128,PlaneMad,1306,7,32538256,2015-07-10T09:25:26Z
24577129,PlaneMad,1306,5,21213131,2014-03-20T16:48:10Z
24577131,PlaneMad,1306,13,34101319,2015-09-18T11:46:58Z
24577358,Oberaffe,56597,2,5769136,2010-09-13T12:20:22Z
24577359,Oberaffe,56597,2,5769136,2010-09-13T12:19:46Z
24577360,Oberaffe,56597,2,5769136,2010-09-13T12:19:43Z
24577361,Oberaffe,56597,2,5769136,2010-09-13T12:20:10Z
24577363,Oberaffe,56597,4,24645308,2014-08-10T00:29:36Z
24577364,PlaneMad,1306,3,34067706,2015-09-16T18:00:53Z
24577365,PlaneMad,1306,3,34067706,2015-09-16T18:00:53Z
24577366,PlaneMad,1306,7,34067706,2015-09-16T18:00:53Z
24577367,PlaneMad,1306,3,3111509,2009-11-14T09:27:46Z
24577368,PlaneMad,1306,4,34067706,2015-09-16T18:01:00Z
24577369,Oberaffe,56597,3,34547870,2015-10-10T12:03:07Z
24577370,Oberaffe,56597,3,34547870,2015-10-10T12:03:07Z
24577371,PlaneMad,1306,4,34067706,2015-09-16T18:00:54Z
24577372,PlaneMad,1306,3,34067706,2015-09-16T18:00:54Z
24577378,Oberaffe,56597,16,34923951,2015-10-28T11:10:05Z
24577379,Oberaffe,56597,13,34923951,2015-10-28T11:10:05Z
24577381,PlaneMad,1306,8,34064522,2015-09-16T14:55:00Z
24577382,Oberaffe,56597,12,27199972,2014-12-03T13:32:23Z
24577383,Oberaffe,56597,8,27199972,2014-12-03T13:32:22Z
24577384,Oberaffe,56597,8,27199972,2014-12-03T13:32:22Z
24577385,PlaneMad,1306,5,34064651,2015-09-16T15:03:03Z
24577386,Oberaffe,56597,3,5769136,2010-09-13T12:20:30Z
24577387,PlaneMad,1306,5,34064551,2015-09-16T14:57:01Z
24577388,marek kleciak,338611,4,12000325,2012-06-24T13:42:42Z
24577389,marek kleciak,338611,4,12000325,2012-06-24T13:42:43Z
24577390,Oberaffe,56597,3,5769136,2010-09-13T12:19:47Z
24577391,PlaneMad,1306,12,34043512,2015-09-15T15:55:51Z
24577392,PlaneMad,1306,3,3111405,2009-11-14T09:10:42Z
24577393,Oberaffe,56597,5,5769136,2010-09-13T12:20:41Z
24577394,Oberaffe,56597,5,5769136,2010-09-13T12:20:21Z
24577395,PlaneMad,1306,7,32538256,2015-07-10T09:25:26Z
24577396,PlaneMad,1306,10,34016675,2015-09-14T09:46:38Z
24577401,PlaneMad,1306,9,34016675,2015-09-14T09:46:36Z
24577402,PlaneMad,1306,5,21213447,2014-03-20T17:08:14Z
24577403,PlaneMad,1306,5,21213447,2014-03-20T17:08:14Z
24577404,PlaneMad,1306,5,21213447,2014-03-20T17:08:14Z
24577405,PlaneMad,1306,9,40275489,2016-06-25T04:35:07Z
24577406,PlaneMad,1306,9,40275489,2016-06-25T04:35:07Z
24577407,PlaneMad,1306,8,34016675,2015-09-14T09:46:39Z
24577408,PlaneMad,1306,8,34016675,2015-09-14T09:46:38Z
24577409,PlaneMad,1306,5,34064421,2015-09-16T14:49:32Z
24577412,PlaneMad,1306,5,34064421,2015-09-16T14:49:32Z
